,name,description,rating,best_rating,rating_count,genre,for_family,producer,director,country,time,date
2497,Ковбои против пришельцев,"1873, Абсолюшен, штат Аризона. В эту глухую американскую провинцию прибывает потерявший память незнакомец. Единственный намёк на его прошлое - это странные кандалы на одном из его запястий. Странник быстро узнаёт, что жители городка не рады незнакомцам и вообще выходят на улицы лишь по приказу полковника Долархайда, правящего в этой местности железной рукой. Этому есть объяснение: город терроризируют жуткие существа. Герой постепенно вспоминает себя и понимает, что помочь несчастным только в его силах.",5.929,10.0,74718.0,"['фантастика', 'боевик', 'триллер', 'вестерн']",True,Брайан Грейзер,Джон Фавро,"['США', 'Индия']",119,2011
2498,2012,"Жители Земли пытаются спастись от конца света, предсказанного майя. Пугающе реалистичный фильм-катастрофа. Смотрите онлайн на Кинопоиске.",6.902,10.0,320851.0,"['фантастика', 'приключения', 'боевик']",True,Аарон Бойд,Роланд Эммерих,['США'],158,2009
2499,28 дней спустя,"Группа «зеленых» экстремистов вторгается в центр исследования приматов и выпускает из секретной научной лаборатории обезьяну, зараженную вирусом неудержимой агрессии. Смертельный вирус, передающийся через кровь за считанные секунды, приводит к мгновенному заражению и, соприкоснувшись с любым живым существом, превращает его в кровожадного монстра. 

28 дней спустя вся Великобритания охвачена страшной эпидемией: многие эвакуируются, другие ищут безопасные места в надежде спастись. Те, кому посчастливилось не заразиться, вместе с группой военных прячутся в заброшенном доме.",7.459,10.0,212070.0,"['ужасы', 'фантастика', 'триллер', 'драма']",True,Эндрю Макдональд,Дэнни Бойл,['Великобритания'],113,2002
2500,Автостопом по галактике,После гибели Земли два друга летят в космическое путешествие. Мартин Фриман в экранизации книги Дугласа Адамса. Смотрите онлайн на Кинопоиске.,7.081,10.0,132998.0,"['фантастика', 'комедия', 'приключения']",True,Гари Барбер,Гарт Дженнингс,"['Великобритания', 'США']",109,2005
2501,Армагеддон,"Отчаянная команда отправляется в космос, чтобы спасти Землю от астероида. Фильм-катастрофа с Брюсом Уиллисом. Смотрите онлайн на Кинопоиске.",7.773,10.0,194478.0,"['фантастика', 'приключения', 'боевик', 'триллер']",True,Майкл Бэй,Майкл Бэй,['США'],144,1998
2502,Будущее планеты: Жизнь после людей,"Научно-популярный фильм, в котором ученые рассуждают на тему того, что произойдет с планетой, животными и растениями, если человек исчезнет, а также о том, как долго после исчезновения человечества будут существовать созданные им памятники и артефакты. Фильм основан на результатах исследования территорий, внезапно покинутых людьми, а также возможных последствий прекращения ухода за зданиями и городской инфраструктурой.

Гипотеза о покинутом мире иллюстрирована цифровыми изображениями, показывающими последующую участь таких архитектурных шедевров, как Эмпайр-Стейт-Билдинг, Букингемский дворец, Сирс-Тауэр, Спейс Нидл, мост Золотые ворота и Эйфелева башня.",7.363,10.0,11298.0,"['документальный', 'фантастика']",,Дэвид де Фриз,Дэвид де Фриз,['США'],90,2008
2503,Военная игра,В фильме рассказывается о последствиях советского ядерного удара по Великобритании.,6.784,10.0,943.0,"['драма', 'военный']",,Питер Уоткинс,Питер Уоткинс,['Великобритания'],48,1966
2504,Война миров,"На окраине маленького городка упал метеорит. Это событие будоражит воображение местных жителей. Это же первый Контакт, но... марсиане пришли не с миром. Долгое время они пристально изучали землю, чтобы начать вторжение. Всего за пару дней все города были разрушены, армии всего мира потерпели поражение.

Кажется, что гибель человечества неизбежна. Спасения нет! А доктор Клайтон Форрестер пытается уберечь свою возлюбленную Сильвию от кошмара, творящегося вокруг. Неужели человечество будет стерто с лица земли?",6.467,10.0,3185.0,"['фантастика', 'боевик', 'триллер']",True,Сесил Б. ДеМилль,Байрон Хэскин,['США'],85,1953
2505,Война миров,Механик решает семейные проблемы и спасается от атаки пришельцев. Том Круз в блокбастере Стивена Спилберга. Смотрите онлайн на Кинопоиске.,7.088,10.0,200406.0,"['фантастика', 'боевик', 'приключения']",True,Кэтлин Кеннеди,Стивен Спилберг,['США'],116,2005
2506,Волшебная миля,"Герои - двое только что познакомившихся и полюбивших друг друга молодых людей - будут пытаться избежать страшной участи, но напрасно. Эта интонация мрачной и неизбежной безысходности пронизывает большую часть сюжета фильма. Она впервые появляется, когда Гарри Уошелло случайно услышал звонок в телефонной будке по соседству с кафе, куда он зашел перекусить, снял трубку аппарата и узнал от неизвестного собеседника, что через 15 минут начинается ядерная война и чуть больше, чем через час, весь мир полетит в тартарары. Приятное, черт побери, сообщение!..",6.504,10.0,1281.0,"['боевик', 'триллер', 'драма', 'мелодрама']",,Джон Дэйли,Стив Де Джарнатт,['США'],87,1988
2507,Девять жизней Томаса Катца,"Из канализационного люка появляется таинственный человек, берет такси и направляется в Лондон. Встречаясь с самыми разными людьми, он, помимо их воли, меняется с ними местами. Теперь его в Лондоне так много в разных обличьях, что это приводит к полному разладу всех городских систем. В частности, метрополитен начинает перевозить восставших из тлена мертвецов к месту Страшного суда. Наступающему ужасу пытается противостоять инспектор полиции лондонской подземки, к тому же еще и слепой.",6.946,10.0,1356.0,"['фэнтези', 'драма', 'комедия', 'детектив']",,Кэролайн Хьюит,Бен Хопкинс,"['Великобритания', 'Германия']",87,2000
2508,"День, когда загорелась Земля","Ряд ядерных испытаний, проведенных американцами совместно с СССР, привел к тому, что планета Земля начала крутиться вокруг своей оси в обратную сторону и приближаться к Солнцу. Похоже, скоро всем наступит безоговорочный конец. Чем он ближе, тем больше активизируется пресса: журналисты разоблачают скандалы, закручивают интрижки и вообще готовятся к встрече с Создателем.",5.501,10.0,443.0,"['фантастика', 'драма', 'мелодрама']",,Вэл Гест,Вэл Гест,['Великобритания'],99,1961
2509,"День, когда остановилась Земля","В разгар холодной войны в Вашингтоне совершает посадку летающая тарелка: в ней прибывают посланник Клаату и его могучий робот Горт, делегированные федерацией планет, чтобы поставить народам Земли ультиматум о прекращении ядерных испытаний.

Запаниковавшие военные открывают по космолету огонь и ранят посланника. Клаату осознает, что единственный способ договориться с землянами — это узнать их изнутри: он совершает побег из госпиталя и начинает собственное исследование планеты.",6.997,10.0,8364.0,"['фантастика', 'драма']",True,Джулиан Блаустин,Роберт Уайз,['США'],92,1951
2510,Дитя человеческое,"Как спасти мир от хаоса и угрозы вымирания? Масштабная антиутопия Альфонсо Куарона, снятая Эммануэлем Любецки. Смотрите онлайн на Кинопоиске.",7.364,10.0,120975.0,"['фантастика', 'боевик', 'триллер']",True,Марк Абрахам,Альфонсо Куарон,"['США', 'Великобритания', 'Япония']",104,2006
2511,Добро пожаловать в Zомбилэнд,Только зомби-апокалипсис может заставить социофоба найти друзей. Комедия с уморительным камео Билла Мюррея. Смотрите онлайн на Кинопоиске.,7.441,10.0,286624.0,"['ужасы', 'комедия', 'боевик']",False,Райан Кавана,Рубен Фляйшер,['США'],84,2009
2512,Дорога,"Отец и сын спасаются от каннибалов в мире постапокалипсиса. Мрачная, красивая драма по роману Кормака Маккарти. Смотрите онлайн на Кинопоиске.",7.206,10.0,123637.0,"['драма', 'приключения']",False,Марк Бутан,Джон Хиллкоут,['США'],111,2009
2513,Завещание,"Основанная на журнальной статье Кэрол Эймен «Последнее завещание», картина описывает обычное, тихое сообщество в маленьком калифорнийском городке Хэмлин. Спокойствие городка потревожено, когда по телевизору в новостях объявляют, что ядерные бомбы взорвались в Нью-Йорке и на Восточном побережье, и экран внезапно желтеет и изображение стирается, что означает взрывы на Западном побережье. Местный радио оператор Хенри Эбхарт становится единственным средством связи с внешним миром.",5.834,10.0,818.0,"['фантастика', 'драма']",False,Джонатан Бернштейн,Линн Литман,['США'],90,1983
2514,Заражение,Международная организация врачей совместно с Центром по контролю и профилактике заболеваний США пытается помешать распространению смертельного вируса.,6.547,10.0,141034.0,"['триллер', 'драма']",True,Грегори Джейкобс,Стивен Содерберг,"['США', 'ОАЭ']",106,2011
2515,Земное ядро,"Геофизик Джош Кийз сделал шокирующее открытие: ядро земли перестало вращаться. Электромагнитное поле нашей планеты разрушается, и скоро Земля погибнет. Есть лишь одна надежда: Кийз с командой первоклассных ученых должен отправится в экспедицию к остановившемуся ядру на уникальном термостойком корабле, чтобы взорвать ядерный заряд. Этот взрыв должен будет заставить вращаться злополучное ядро. Путешествие к центру Земли начинается!",6.242,10.0,21220.0,"['фантастика', 'боевик', 'триллер', 'приключения']",True,Шон Бэйли,Джон Эмиел,"['Великобритания', 'Франция', 'Италия', 'Германия', 'Канада', 'США']",135,2003
2516,Знамение,Астрофизик расшифровывает ужасные пророчества. Научная фантастика в атмосфере мистического триллера. Смотрите онлайн на Кинопоиске.,6.87,10.0,168661.0,"['фантастика', 'боевик']",True,Тодд Блэк,Алекс Пройас,"['США', 'Великобритания', 'Австралия']",121,2009
2517,Ищу друга на конец света,"К Земле несется астероид, а одинокий страховой агент разыскивает свою первую любовь. Трогательная трагикомедия. Смотрите онлайн на Кинопоиске.",6.662,10.0,54315.0,"['фантастика', 'комедия', 'мелодрама', 'приключения', 'драма']",True,Стив Голин,Лорин Скафария,['США'],101,2011
2518,Книга жизни: В ожидании Апокалипсиса,"В канун Миллениума 31 декабря 1999 года с трапа самолета в Нью-Йоркском аэропорту сходит Иисус Христос в компании с ассистенткой Магдаленой. В руках у него - ноутбук, а в нем заветная Книга Жизни. Вскоре к ним присоединится Сатана. За 1 день, проведенный в компьютеризированном сошедшем с ума мире, Христос должен решить, настало ли время для Апокалипсиса.",5.846,10.0,552.0,"['фэнтези', 'комедия']",True,Каролин Беньо,Хэл Хартли,"['Франция', 'США']",63,1998
2519,Книга Илая,Странник спасает Библию в постапокалиптическом мире. Боевик-притча с Дензелом Вашингтоном и Гари Олдманом. Смотрите онлайн на Кинопоиске.,7.145,10.0,302691.0,"['фантастика', 'боевик', 'драма']",False,Бродерик Джонсон,Альберт Хьюз,['США'],117,2009
2520,Когда наступит конец света,"1999 г. на исходе. Индийский ядерный спутник вышел из-под контроля. Но Клер на это наплевать. Она увлечена преследованием таинственного Сэма-Тревора, за которым охотится ФБР. Очевидно, у него есть ценное изобретение.",6.427,10.0,980.0,"['фантастика', 'боевик', 'триллер', 'драма']",True,Анатоль Доман,Вим Вендерс,"['Германия', 'Франция', 'Австралия']",158,1991
2521,Когда сталкиваются миры,"Группа астрономов предсказывает, что одна из звёзд, проходя через нашу солнечную систему спровоцирует ужасную катастрофу. Приливные эффекты неизбежно уничтожат человеческую цивилизацию и на многие века превратят нашу планету в вулканический ад. Усилия тех, кто не потерял надежду, направлены на постройку космического корабля,своего рода Ковчега, на котором некоторое количество избранных смогут спастись, перелетев на сопровождающую звезду планету.",5.745,10.0,586.0,"['фантастика', 'боевик', 'триллер']",True,Джордж Пэл,Рудольф Мате,['США'],83,1951
2522,Конец света,"Ее рождения боялись веками. С начала эры в своих одиноких кельях отшельники переписывали слова страшного пророчества. В глубине времен звезды предсказали младенцу страшную судьбу: она должна стать невестой самого Дьявола. И в конце тысячелетия Сатана восстанет из ада, чтобы вступить с несчастной в страшный союз. Если это случится, на земле наступит царство Зла и человечество навсегда погрузится во тьму.

Ужасное пророчество, в которое боялись поверить, сбылось. Князь тьмы вырвался из заточения в поисках своей невесты. Время повернуло вспять, отсчитывая мгновения до рокового финала. Но предсказатели не учли одного - того, кто осмелился встать на пути у всесильного Люцифера, чтобы в одиночку остановить Апокалипсис...",6.708,10.0,34375.0,"['ужасы', 'фэнтези', 'боевик', 'триллер']",False,Эрмиан Бернштейн,Питер Хайамс,['США'],122,1999
2523,Меланхолия,Сестры Жюстин и Клэр ожидают скорое наступление конца света. Самый атмосферный фильм Ларса фон Триера. Смотрите онлайн на Кинопоиске.,7.031,10.0,98141.0,"['фантастика', 'драма']",True,Луиза Вест,Ларс фон Триер,"['Дания', 'Швеция', 'Франция', 'Германия']",130,2011
2524,"Мир, плоть и дьявол","В тот момент, когда началась Третья мировая, шахтер Ральф Бартон находился на рабочем месте, то есть глубоко в забое. Подземный схрон защитил мужчину, и он оказался единственным, кто выжил после ядерного удара.",5.648,10.0,354.0,"['фантастика', 'драма', 'мелодрама']",,Джордж Инглунд,Рэналд МакДагалл,['США'],95,1959
2525,На берегу,"В 1964 году ядерная война стирает с лица земли население северного полушария. Одна американская субмарина находит временную зону безопасности в Австралии.

Командир субмарины Дуайт Тауэрс, семья которого стала жертвой чудовищной войны, встречает здесь женщину, которая пробуждает в нем уже как будто навсегда умершее чувство любви. Его избранница - Мойра Довайдсон - измучена заботами и все свободное время проводит с бутылкой бренди. Смогут ли они быть счастливы на фоне угасания последнего оазиса жизни?",7.11,10.0,1972.0,"['фантастика', 'драма', 'мелодрама']",True,Стэнли Крамер,Стэнли Крамер,['США'],134,1959
2526,На следующий день,"Человечество оказалось на пороге ядерной войны — и она свершилась. Все произошло очень быстро, гораздо быстрее, чем ожидалось. О судьбах людей и цивилизации до и после роковых минут.",6.859,10.0,3187.0,"['фантастика', 'драма']",,Роберт Папазян,Николас Мейер,['США'],126,1983
2527,Нити,"В маленьком британском городке жизнь идет своим чередом, люди влюбляются, женятся и не особо обращают внимание на то, что происходит в мире. А тем временем в Иране обостряется напряжённость между США и Советским Союзом.",7.625,10.0,5760.0,"['фантастика', 'драма', 'боевик']",True,Мик Джексон,Мик Джексон,"['Великобритания', 'Австралия', 'США']",125,1984
2528,Носители,"Ужасная инфекция вырвалась в наш мир. Убивающая людей в страшных муках, она моментально и глобально распространилась воздушно-капельным путем среди людей. Четверо друзей оказались застигнуты этой эпидемией в дороге. Постоянное передвижение стало для них единственным путем к выживанию. Избегая контактов, они стремятся покинуть зараженную территорию, но удастся ли им выжить?..",6.057,10.0,66398.0,"['фантастика', 'боевик', 'триллер', 'драма', 'приключения']",True,Рэй Анджелик,Давид Пастор,['США'],85,2008
2529,Пекло,"2057 год. Солнце погибает, и человечество сталкивается с перспективой вымирания. Последняя надежда планеты Земля связана с «Икаром 2» - космическим кораблем, экипаж которого состоит из восьми мужчин и женщин во главе с капитаном Канэдой. Их миссия – доставить ядерный заряд, с помощью которого предполагается повторно воспламенить гаснущее Солнце.

Во время путешествия, находясь далеко в космическом безмолвии, в отсутствии какого-либо радиоконтакта с Землей экипаж слышит слабые позывные сигналы с космического корабля «Икар 1», который пропал, выполняя семь лет назад ту же самую миссию.",7.286,10.0,108919.0,"['фантастика', 'триллер']",True,Эндрю Макдональд,Дэнни Бойл,"['Великобритания', 'США']",107,2007
2530,Письма мертвого человека,Последствия ядерной катастрофы в одном из самых пугающих советских фильмов. В главной роли Ролан Быков. Смотрите онлайн на Кинопоиске.,7.792,10.0,13365.0,"['фантастика', 'драма']",True,,,['СССР'],88,1986
2531,Последний романтик планеты Земля,"Конец света близок - об этом уже объявили по радио. В сводках новостей сообщают, что на Токио сброшена бомба, по Парижу нанесен ракетный удар, но Робинсон, кажется, не замечает всеобщей паники. Посреди этого кошмара он ищет девушку, которая стала для него наваждением и мечтой. В погоне за ней он мог погибнуть десятки раз – ему ли бояться апокалипсиса?! Он колесит по всей Европе, чтобы обнять ее в последний раз!",5.74,10.0,2272.0,"['фантастика', 'драма', 'комедия']",False,Бруно Песери,Арно Ларьё,"['Франция', 'Испания']",130,2009
2532,Последний человек на Земле,"Уже три года Роберт Морган живёт в полном одиночестве. Неизвестный вирус выкосил человечество, превратив людей в безмозглых злобных существ, невыносящих солнечный свет, запах чеснока и собственное отражение. Каждый день Морган сжигает новые трупы в огромной яме и исследует квартал за кварталом, безжалостно убивая обнаруженных тварей. А после заката запирается получше, ведь его дом подвергается еженощной осаде.",6.799,10.0,2278.0,"['ужасы', 'фантастика', 'драма']",True,Роберт Л. Липперт,Убальдо Рагона,"['Италия', 'США']",86,1964
2533,Последняя любовь на Земле,Как выжить без органов чувств? Атмосферная драма о конце света с потрясающим дуэтом Юэна МакГрегора и Евы Грин. Смотрите онлайн на Кинопоиске.,7.641,10.0,83835.0,"['фантастика', 'драма', 'мелодрама']",True,Джиллиан Берри,Дэвид Маккензи,"['Великобритания', 'Швеция', 'Дания', 'Ирландия']",88,2010
2534,Последняя ночь,"Действие разворачивается в городе Торонто. Фильм рассказывает о разных людях, проводящих последний вечер на Земле. Конец света должен наступить в полночь, его природа до конца неясна. Некоторые решили провести последний вечер в одиночестве, другие — с любимыми людьми, в молитве или в торжестве, кто-то участвует в беспорядках, охвативших город. Дункан, владелец энергетической компании, обзванивает своих клиентов и заверяет их, что газ будет подаваться до самого конца. Его жена Сандра сталкивается с Патриком Уиллером, находящимся в депрессии вдовцом. Лучший друг Патрика, Крейг, занимается воплощением своих сексуальных фантазий и предлагает Патрику присоединиться к нему. Сестра Патрика, Дженнифер, вместе с семьёй устраивает последний ужин. Страдающая психическими расстройствами пожилая женщина бежит по городу, оповещая всех об оставшемся до конца света времени.",6.271,10.0,718.0,"['драма', 'мелодрама', 'комедия']",,Нив Фичман,Дон МакКеллар,"['Канада', 'Франция']",95,1998
2535,Послезавтра,Из-за таяния ледников на Земле начинается хаос. Грандиозный фильм-катастрофа о глобальном потеплении. Смотрите онлайн на Кинопоиске.,7.673,10.0,391481.0,"['фантастика', 'триллер', 'драма', 'приключения']",True,Роланд Эммерих,Роланд Эммерих,['США'],124,2004
2536,Пульс,"Однажды в Токио стали пропадать люди. Сначала пропал молодой человек, разработавший уникальную компьютерную программу, с помощью которой общение между людьми облегчалось донельзя. Его друзья искали его несколько дней, пока подруга не пришла к нему домой и не обнаружила на стене тень парня, в один миг растаявшую как дым и оставившую следы какого-то неизвестного вещества.",6.004,10.0,4052.0,"['ужасы', 'фантастика', 'триллер', 'детектив']",True,Кен Иноэ,Киёси Куросава,['Япония'],119,2001
2537,Рассвет мертвецов,"Кошмар продолжается. Убежав от ужаса мертвых на вертолете, четверо путешественников вынуждены приземлиться на крышу торгового центра. Там они находят пищу, приют и неприятности - многоэтажный магазин сверху донизу забит глупыми ходячими трупами.

Развлекаясь отстрелом мертвецов, люди и не подозревают, что всего через несколько часов один из них станет тем, кого они так легко убивают — плотоядным зомби, а чуть позже в магазин нагрянет банда отморозков, не делающая различия между живым и мертвым, единственным желанием которых является жажда наживы и насилия.",7.092,10.0,13771.0,"['ужасы', 'триллер']",,Ричард П. Рубинштейн,Джордж А. Ромеро,"['США', 'Италия']",139,1978
2538,Система безопасности,"Компьютер военного ведомства США дает сбой, и пилоты ядерных бомбардировщиков получают команду атаковать Москву. Теперь экипажи самолетов не имеют права выходить в эфир, их единственная задача - выполнить миссию любой ценой. У президента США есть несколько часов, чтобы предотвратить надвигающуюся катастрофу.",7.486,10.0,1404.0,"['триллер', 'драма']",,Макс Е. Янгстайн,Сидни Люмет,['США'],112,1964
2539,Слепота,"Место действия фильма - огромный мегаполис, у которого нет названия. Именно здесь начинается странная эпидемия… эпидемия слепоты. Жители города теряют зрение один за другим и, это ставит целый мегаполис на грань жизни и смерти. Лишь одна женщина по неизвестной причине осталась видеть. Сможет ли она стать проводником для других?",6.603,10.0,22906.0,"['фантастика', 'триллер', 'драма', 'детектив']",True,Андреа Барата Рибейро,Фернанду Мейреллиш,"['Бразилия', 'Канада', 'Япония', 'Великобритания', 'Италия']",121,2008
2540,Спасти зелёную планету!,"Ли Бён-гу пять лет ухаживает за матерью, лежащей в коме, и пытается выяснить причины её состояния. В процессе он решает, что раскрыл заговор инопланетян, направленный на истребление жизни на Земле. За несколько часов до лунного затмения, после которого события примут необратимый характер, он должен встретиться с принцем Андромеды, добравшись до него через его земных агентов, во главе которых - зловещий Кан Ман-щик, легко переносящий удар током в 300 V и другие невзгоды.",6.234,10.0,603.0,"['комедия', 'фантастика', 'боевик', 'драма']",,Чха Сын-джэ,Чан Джун-хван,['Корея Южная'],118,2003
2541,Столкновение с бездной,"К Земле летит комета, столкновение неизбежно. Фильм-катастрофа, в котором драмы больше, чем спецэффектов. Смотрите онлайн на Кинопоиске.",7.056,10.0,43983.0,"['фантастика', 'боевик', 'триллер', 'драма']",True,Дэвид Браун,Мими Ледер,['США'],120,1998
2542,Судный день,"Великобритания, недалёкое будущее. Смертельный и совершенно неизученный вирус, названный «Жнецом» («Reaper Virus») обрушился на страну, убивая десятки и сотни тысяч жителей. Не имея возможности решить проблему, правительство решает изолировать очаг заразы от не инфицированной местности, построив вокруг территории буйства «Жнеца» стену.

Проходит 30 лет, но вирус снова заявил о себе. Тогда было решено послать в заражённую область первоклассную команду спецназа для поисков возможных методов борьбы с вирусом. Ради выполнения цели и сохранения жизней ребятам придется пробиваться через настоящий оживший кошмар…",6.213,10.0,31927.0,"['фантастика', 'боевик', 'триллер']",False,Бенедикт Карвер,Нил Маршалл,"['Великобритания', 'США', 'ЮАР', 'Германия']",105,2008
2543,Тихая Земля,"Зак Хобсон однажды проснулся утром и обнаружил, что он единственный человек, оставшийся на Земле. Зак может выбрать себе любое жилище и любую понравившуюся машину. Однако вскоре он начинает терять рассудок, потому что нет никого, с кем бы можно было поговорить.",6.558,10.0,3631.0,"['фантастика', 'драма', 'детектив']",,Сэм Пиллсбери,Джефф Мерфи,['Новая Зеландия'],87,1985
2544,Три дня,"К планете Земля стремительно приближается метеорит, и с этим ничего нельзя поделать: человечество исчезнет под осколками через 72 часа. Алехандро - мрачный молодой человек, в жизни которого до этого была ушедшая девушка, пиво, футбол да музыка - наплевать на панику и он остается дома. 

Но тут свой собственный “метеорит” вылетает из бездны семейной истории, покрытой тайнами. Хотя он также несет уничтожение, но все еще может быть остановлен. Алехандро собирается умереть, но до этого он намерен выжить, защищая близких в безумной схватке с прошлым.",5.623,10.0,1516.0,"['фантастика', 'триллер', 'драма', 'криминал']",True,Антонио Бандерас,Ф. Хавьер Гутьеррес,['Испания'],93,2008
2545,Человек Омега,"Всемирная бактериологическая война облетела планету в 1975 году. Почти все погибли. Оставшиеся в живых превратились в мутантов, которые к тому же не выносят солнечного света. 

Теперь они выходят на улицы городов только с наступлением сумерек, но уж зато в темноте они - короли положения. Единственный житель Лос-Анджелеса, не пострадавший и не погибший, - полковник армии США. Он и вступает в борьбу с мутантами.",6.016,10.0,1535.0,"['фантастика', 'боевик', 'триллер', 'драма']",True,Уолтер Зельцер,Борис Сагал,['США'],98,1971
2546,Я — легенда,"Неизвестный вирус унёс жизни половины населения земного шара, а остальную половину превратил в вампиров. Единственный уцелевший человек с иммунитетом к заболеванию ночами держит осаду упырей, а днем пытается найти противоядие и докопаться до причин эпидемии.",7.863,10.0,426767.0,"['фантастика', 'боевик', 'триллер', 'драма']",True,Брюс Берман,Френсис Лоуренс,['США'],96,2007
2547,Явление,"Семья пытается спастись от эпидемии, которая сводит людей с ума. Экологический хоррор М. Найта Шьямалана. Смотрите онлайн на Кинопоиске.",6.299,10.0,104088.0,"['фантастика', 'триллер', 'драма', 'детектив']",True,Бэрри Мендел,М. Найт Шьямалан,"['США', 'Индия']",86,2008
2548,...А зори здесь тихие,Зенитчицы совершают подвиг во время Великой Отечественной войны. Номинированная на «Оскар» советская драма. Смотрите онлайн на Кинопоиске.,8.528,10.0,223330.0,"['драма', 'военный', 'история']",True,,,['СССР'],160,1972
2549,Александр Маленький,После взятия Берлина советские солдаты заботятся об осиротевших немецких детях. Военная драма Владимира Фокина. Смотрите онлайн на Кинопоиске.,7.772,10.0,3840.0,"['драма', 'военный']",True,Дитмар Рихтер,,"['СССР', 'Германия (ГДР)']",94,1981
2550,Альпийская баллада,Советский солдат и итальянка бегут из концлагеря в Альпы. Драма по Василю Быкову со Станиславом Любшиным. Смотрите онлайн на Кинопоиске.,7.139,10.0,2033.0,"['драма', 'мелодрама']",True,,,['СССР'],92,1965
2551,Апостол,В годы Второй мировой учитель притворяется шпионом-уголовником. Напряженная военная драма с Евгением Мироновым. Смотрите онлайн на Кинопоиске.,7.932,10.0,61868.0,"['боевик', 'военный', 'история']",True,,,['Россия'],,2008
2552,"Аты-баты, шли солдаты...","Дети погибших героев встречаются, чтобы почтить память отцов. Военная драма Леонида Быкова о связи поколений. Смотрите онлайн на Кинопоиске.",8.139,10.0,48969.0,"['драма', 'военный']",True,,,['СССР'],82,1976
2553,Бабье царство,"Фильм о деревне, ее искренних и открытых обитателях, о любви к человеку и земле. Это история простой колхозницы, возглавившей женщин села в годы Второй мировой войны и прошедшей с ними весь ужас фашистской оккупации, которая лишила ее сына, мужа и родного дома...",7.386,10.0,1520.0,['драма'],True,,,['СССР'],97,1967
